"","locus","n_samples"
"1646","Assembly_000000110629_Contig_2_165_RUBxPipecacuanha",36
"1647","Assembly_000000110629_Contig_3_212_RUBxPipecacuanha",3
"1648","Assembly_000000110669_Contig_2_538_RUBxPipecacuanha",36
"1649","Assembly_000000110671_Contig_1_280_RUBxPipecacuanha",36
"1650","Assembly_000000110671_Contig_4_226_RUBxPipecacuanha",37
"1651","Assembly_000000110727_Contig_1_145_RUBxPipecacuanha",36
"1652","Assembly_000000110797_Contig_2_197_RUBxPipecacuanha",35
"1653","Assembly_000000110839_Contig_1_174_RUBxPipecacuanha",37
"1654","Assembly_000000110839_Contig_2_292_RUBxPipecacuanha",38
"1655","Assembly_000000110839_Contig_3_223_RUBxPipecacuanha",23
"1656","Assembly_000000110883_Contig_2_240_RUBxPipecacuanha",36
"1657","Assembly_000000110951_Contig_1_1034_RUBxPipecacuanha",39
"1658","Assembly_000000110989_Contig_7_182_RUBxPipecacuanha",20
"1659","Assembly_000000111123_Contig_1_255_RUBxPipecacuanha",39
"1660","Assembly_000000111123_Contig_2_206_RUBxPipecacuanha",38
"1661","Assembly_000000111123_Contig_3_193_RUBxPipecacuanha",34
"1662","Assembly_000000111259_Contig_1_553_CINxHamelia",36
"1663","Assembly_000000111289_Contig_1_518_RUBxPipecacuanha",37
"1664","Assembly_000000111289_Contig_2_384_RUBxPipecacuanha",37
"1665","Assembly_000000111289_Contig_3_333_RUBxPipecacuanha",36
"1666","Assembly_000000111289_Contig_4_157_RUBxPipecacuanha",8
"1667","Assembly_000000111387_Contig_4_263_RUBxPipecacuanha",34
"1668","Assembly_000000111407_Contig_1_173_RUBxPipecacuanha",10
"1669","Assembly_000000111407_Contig_3_322_RUBxPipecacuanha",37
"1670","Assembly_000000111407_Contig_5_138_RUBxPipecacuanha",27
"1671","Assembly_000000111417_Contig_5_132_RUBxPipecacuanha",33
"1672","Assembly_000000111475_Contig_1_1119_RUBxPipecacuanha",38
"1673","Assembly_000000111519_Contig_5_126_RUBxPipecacuanha",36
"1674","Assembly_000000111571_Contig_3_136_RUBxPipecacuanha",37
"1675","Assembly_000000111683_Contig_2_293_RUBxPipecacuanha",39
"1676","Assembly_000000111683_Contig_4_162_RUBxPipecacuanha",21
"1677","Assembly_000000111713_Contig_1_705_RUBxPipecacuanha",37
"1678","Assembly_000000111713_Contig_3_124_RUBxPipecacuanha",7
"1679","Assembly_000000111773_Contig_3_156_RUBxPipecacuanha",17
"1680","Assembly_000000111795_Contig_1_741_RUBxPipecacuanha",38
"1681","Assembly_000000111807_Contig_1_719_RUBxPipecacuanha",28
"1682","Assembly_000000111839_Contig_1_262_RUBxPipecacuanha",11
"1683","Assembly_000000111839_Contig_2_208_RUBxPipecacuanha",35
"1684","Assembly_000000111839_Contig_3_212_RUBxPipecacuanha",28
"1685","Assembly_000000111839_Contig_4_154_RUBxPipecacuanha",2
"1686","Assembly_000000111865_Contig_5_244_CINxHamelia",35
"1687","Assembly_000000111909_Contig_1_213_RUBxPipecacuanha",38
"1688","Assembly_000000111931_Contig_1_271_RUBxPipecacuanha",37
"1689","Assembly_000000111931_Contig_2_178_RUBxPipecacuanha",36
"1690","Assembly_000000111931_Contig_3_145_RUBxPipecacuanha",37
"1691","Assembly_000000111931_Contig_4_164_RUBxPipecacuanha",36
"1692","Assembly_000000111951_Contig_2_289_RUBxPipecacuanha",38
"1693","Assembly_000000111959_Contig_1_300_RUBxPipecacuanha",38
"1694","Assembly_000000111965_Contig_1_548_RUBxPipecacuanha",37
"1695","Assembly_000000112067_Contig_1_480_RUBxPipecacuanha",35
"1696","Assembly_000000112067_Contig_2_571_RUBxPipecacuanha",38
"1697","Assembly_000000112077_Contig_1_508_RUBxPipecacuanha",37
"1698","Assembly_000000112077_Contig_3_134_RUBxPipecacuanha",23
"1699","Assembly_000000112077_Contig_4_221_RUBxPipecacuanha",3
"1700","Assembly_000000112083_Contig_1_720_RUBxPipecacuanha",38
"1701","Assembly_000000112083_Contig_2_179_RUBxPipecacuanha",37
"1702","Assembly_000000112139_Contig_1_499_RUBxPipecacuanha",38
"1703","Assembly_000000112215_Contig_3_219_CINxHamelia",30
"1704","Assembly_000000112269_Contig_1_631_RUBxPipecacuanha",39
"1705","Assembly_000000112277_Contig_1_300_RUBxPipecacuanha",39
"1706","Assembly_000000112277_Contig_3_201_RUBxPipecacuanha",29
"1707","Assembly_000000112277_Contig_4_160_RUBxPipecacuanha",36
"1708","Assembly_000000112383_Contig_2_252_RUBxPipecacuanha",38
"1709","Assembly_000000112387_Contig_6_166_RUBxPipecacuanha",38
"1710","Assembly_000000112399_Contig_1_305_RUBxPipecacuanha",39
"1711","Assembly_000000112399_Contig_2_178_RUBxPipecacuanha",21
"1712","Assembly_000000112457_Contig_2_462_RUBxPipecacuanha",38
"1713","Assembly_000000112457_Contig_5_305_RUBxPipecacuanha",36
"1714","Assembly_000000112481_Contig_1_437_RUBxPipecacuanha",38
"1715","Assembly_000000112481_Contig_2_282_RUBxPipecacuanha",1
"1716","Assembly_000000112497_Contig_1_536_RUBxPipecacuanha",38
"1717","Assembly_000000112497_Contig_2_269_RUBxPipecacuanha",1
"1718","Assembly_000000112497_Contig_4_290_RUBxPipecacuanha",39
"1719","Assembly_000000112505_Contig_1_397_RUBxPipecacuanha",35
"1720","Assembly_000000112505_Contig_2_562_RUBxPipecacuanha",37
"1721","Assembly_000000112511_Contig_2_269_RUBxPipecacuanha",3
"1722","Assembly_000000112553_Contig_2_247_RUBxPipecacuanha",36
"1723","Assembly_000000112565_Contig_1_599_RUBxPipecacuanha",37
"1724","Assembly_000000112609_Contig_1_695_CINxCinchona",38
"1725","Assembly_000000112609_Contig_2_236_CINxCinchona",39
"1726","Assembly_000000112665_Contig_2_233_RUBxPipecacuanha",30
"1727","Assembly_000000112699_Contig_3_264_RUBxPipecacuanha",37
"1728","Assembly_000000112699_Contig_5_217_RUBxPipecacuanha",37
"1729","Assembly_000000112725_Contig_1_406_RUBxPipecacuanha",37
"1730","Assembly_000000112725_Contig_3_279_RUBxPipecacuanha",37
"1731","Assembly_000000112759_Contig_1_473_RUBxPipecacuanha",38
"1732","Assembly_000000112785_Contig_1_407_RUBxPipecacuanha",38
"1733","Assembly_000000112785_Contig_4_312_RUBxPipecacuanha",37
"1734","Assembly_000000112789_Contig_4_224_RUBxPipecacuanha",35
"1735","Assembly_000000112821_Contig_1_601_RUBxPipecacuanha",38
"1736","Assembly_000000112837_Contig_1_649_RUBxPipecacuanha",38
"1737","Assembly_000000112837_Contig_2_447_RUBxPipecacuanha",37
"1738","Assembly_000000112837_Contig_4_193_RUBxPipecacuanha",34
"1739","Assembly_000000112837_Contig_5_191_RUBxPipecacuanha",38
"1740","Assembly_000000112845_Contig_1_168_RUBxPipecacuanha",38
"1741","Assembly_000000112845_Contig_13_155_RUBxPipecacuanha",5
"1742","Assembly_000000112845_Contig_6_155_RUBxPipecacuanha",37
"1743","Assembly_000000112851_Contig_2_416_RUBxPipecacuanha",38
"1744","Assembly_000000112851_Contig_4_264_RUBxPipecacuanha",37
"1745","Assembly_000000112851_Contig_8_183_RUBxPipecacuanha",3
"1746","Assembly_000000112867_Contig_2_540_RUBxPipecacuanha",37
"1747","Assembly_000000112877_Contig_1_187_RUBxPipecacuanha",24
"1748","Assembly_000000112877_Contig_2_125_RUBxPipecacuanha",34
"1749","Assembly_000000112907_Contig_1_350_RUBxPipecacuanha",39
"1750","Assembly_000000112907_Contig_11_142_RUBxPipecacuanha",35
"1751","Assembly_000000112907_Contig_12_224_RUBxPipecacuanha",16
"1752","Assembly_000000112907_Contig_2_385_RUBxPipecacuanha",31
"1753","Assembly_000000112907_Contig_3_374_RUBxPipecacuanha",38
"1754","Assembly_000000112907_Contig_5_202_RUBxPipecacuanha",34
"1755","Assembly_000000112907_Contig_6_218_RUBxPipecacuanha",34
"1756","Assembly_000000112907_Contig_7_192_RUBxPipecacuanha",9
"1757","Assembly_000000112911_Contig_2_276_RUBxPipecacuanha",34
"1758","Assembly_000000112941_Contig_4_145_RUBxPipecacuanha",3
"1759","Assembly_000000112941_Contig_5_144_RUBxPipecacuanha",24
"1760","Assembly_000000112951_Contig_1_874_RUBxPipecacuanha",37
"1761","Assembly_000000112951_Contig_3_216_RUBxPipecacuanha",38
"1762","Assembly_000000112961_Contig_1_342_RUBxPipecacuanha",34
"1763","Assembly_000000112961_Contig_3_187_RUBxPipecacuanha",37
"1764","Assembly_000000112961_Contig_6_327_RUBxPipecacuanha",34
"1765","Assembly_000000112963_Contig_1_304_RUBxPipecacuanha",31
"1766","Assembly_000000112971_Contig_1_721_RUBxPipecacuanha",37
"1767","Assembly_000000112971_Contig_3_240_RUBxPipecacuanha",19
"1768","Assembly_000000112987_Contig_1_244_RUBxPipecacuanha",29
"1769","Assembly_000000112987_Contig_2_416_RUBxPipecacuanha",38
"1770","Assembly_000000112987_Contig_3_320_RUBxPipecacuanha",39
"1771","Assembly_000000112995_Contig_1_341_RUBxPipecacuanha",35
"1772","Assembly_000000113087_Contig_1_396_CINxHamelia",35
"1773","Assembly_000000114851_Contig_1_698_CINxCinchona",33
"1774","Assembly_000000114907_Contig_1_742_CINxHamelia",39
"1775","Assembly_000000115145_Contig_2_259_CINxHamelia",0
"1776","Assembly_000000115407_Contig_4_139_CINxHamelia",21
"1777","Assembly_000000115765_Contig_1_405_CINxHamelia",29
"1778","Assembly_000000115765_Contig_2_203_CINxHamelia",38
"1779","Assembly_000000116255_Contig_1_596_CINxHamelia",38
"1780","Assembly_000000117033_Contig_4_252_CINxHamelia",32
"1781","Assembly_000000121373_Contig_6_208_CINxHamelia",24
"1782","Assembly_000000121613_Contig_1_362_CINxHamelia",11
"1783","Assembly_000000121613_Contig_2_379_CINxHamelia",0
"1784","Assembly_000000122141_Contig_3_132_CINxHamelia",0
"1785","Assembly_000000123059_Contig_1_153_CINxHamelia",17
"1786","Assembly_000000123259_Contig_2_134_CINxHamelia",34
"1787","Assembly_000000123861_Contig_1_240_CINxHamelia",36
"1788","Assembly_000000123861_Contig_4_139_CINxHamelia",26
"1789","Assembly_000000123861_Contig_5_123_CINxHamelia",35
"1790","Assembly_000000125333_Contig_3_400_CINxHamelia",33
"1791","Assembly_000000126229_Contig_1_381_CINxCinchona",37
"1792","Assembly_000000126229_Contig_3_250_CINxCinchona",0
"1793","Assembly_000000127683_Contig_2_284_CINxHamelia",36
"1794","Assembly_000000127683_Contig_3_228_CINxHamelia",3
"1795","Assembly_000000127683_Contig_4_152_CINxHamelia",1
"1796","Assembly_000000127861_Contig_1_398_CINxHamelia",35
"1797","Assembly_000000128891_Contig_1_363_CINxHamelia",30
"1798","Assembly_000000129285_Contig_1_287_CINxCinchona",0
"1799","Assembly_000000130275_Contig_1_348_CINxHamelia",0
"1800","Assembly_000000130275_Contig_3_225_CINxHamelia",0
"1801","Assembly_000000130671_Contig_1_280_CINxCinchona",0
"1802","Assembly_000000130671_Contig_2_233_CINxCinchona",34
"1803","Assembly_000000130963_Contig_1_410_CINxCinchona",33
"1804","Assembly_000000132731_Contig_2_229_CINxHamelia",33
"1805","Assembly_000000132737_Contig_2_201_CINxHamelia",0
"1806","Assembly_000000133977_Contig_4_322_CINxHamelia",0
"1807","Assembly_000000134253_Contig_4_272_RUBxPmarginata",36
"1808","Assembly_000000135453_Contig_1_676_RUBxPmarginata",44
"1809","Assembly_000000136313_Contig_3_195_CINxHamelia",25
"1810","Assembly_000000136313_Contig_4_132_CINxHamelia",22
"1811","Assembly_000000136363_Contig_3_125_CINxHamelia",28
"1812","Assembly_000000136511_Contig_4_175_CINxHamelia",38
"1813","Assembly_000000136579_Contig_1_366_CINxHamelia",38
"1814","Assembly_000000136579_Contig_2_310_CINxHamelia",37
"1815","Assembly_000000136579_Contig_3_145_CINxHamelia",34
"1816","Assembly_000000137111_Contig_2_235_RUBxPmarginata",40
"1817","Assembly_000000137925_Contig_1_370_CINxHamelia",34
"1818","Assembly_000000138139_Contig_1_305_CINxHamelia",1
"1819","Assembly_000000138139_Contig_2_178_CINxHamelia",23
"1820","Assembly_000000138139_Contig_3_297_CINxHamelia",0
"1821","Assembly_000000138139_Contig_4_129_CINxHamelia",1
"1822","Assembly_000000138149_Contig_1_208_CINxHamelia",34
"1823","Assembly_000000138449_Contig_1_480_CINxCinchona",39
"1824","Assembly_000000138599_Contig_4_134_CINxHamelia",4
"1825","Assembly_000000139249_Contig_2_158_RUBxPmarginata",41
"1826","Assembly_000000139423_Contig_1_433_RUBxPmarginata",44
"1827","Assembly_000000139797_Contig_1_288_CINxHamelia",30
"1828","Assembly_000000140099_Contig_1_702_CINxHamelia",38
"1829","Assembly_000000140099_Contig_2_248_CINxHamelia",37
"1830","Assembly_000000140685_Contig_1_983_RUBxPmarginata",42
"1831","Assembly_000000140869_Contig_1_516_CINxHamelia",39
"1832","Assembly_000000140869_Contig_2_187_CINxHamelia",21
"1833","Assembly_000000140869_Contig_3_127_CINxHamelia",34
"1834","Assembly_000000141137_Contig_1_353_RUBxPmarginata",39
"1835","Assembly_000000141397_Contig_2_139_CINxHamelia",36
"1836","Assembly_000000141397_Contig_3_271_CINxHamelia",10
"1837","Assembly_000000141397_Contig_6_148_CINxHamelia",24
"1838","Assembly_000000141717_Contig_3_167_RUBxPmarginata",18
"1839","Assembly_000000141835_Contig_1_196_CINxHamelia",36
"1840","Assembly_000000141835_Contig_2_155_CINxHamelia",0
"1841","Assembly_000000141835_Contig_3_144_CINxHamelia",37
"1842","Assembly_000000141835_Contig_5_144_CINxHamelia",37
"1843","Assembly_000000141835_Contig_6_137_CINxHamelia",37
"1844","Assembly_000000141963_Contig_1_389_CINxHamelia",37
"1845","Assembly_000000141963_Contig_5_152_CINxHamelia",37
"1846","Assembly_000000142073_Contig_3_300_RUBxPmarginata",33
"1847","Assembly_000000142191_Contig_1_424_CINxHamelia",33
"1848","Assembly_000000142191_Contig_10_183_CINxHamelia",28
"1849","Assembly_000000142191_Contig_11_155_CINxHamelia",17
"1850","Assembly_000000142191_Contig_13_125_CINxHamelia",0
"1851","Assembly_000000142191_Contig_14_124_CINxHamelia",0
"1852","Assembly_000000142191_Contig_6_267_CINxHamelia",32
"1853","Assembly_000000142191_Contig_8_185_CINxHamelia",37
"1854","Assembly_000000142191_Contig_9_220_CINxHamelia",37
"1855","Assembly_000000142275_Contig_2_334_CINxHamelia",27
"1856","Assembly_000000142275_Contig_3_291_CINxHamelia",38
"1857","Assembly_000000142275_Contig_5_137_CINxHamelia",0
"1858","Assembly_000000142277_Contig_3_146_CINxHamelia",26
"1859","Assembly_000000142455_Contig_3_207_CINxHamelia",0
"1860","Assembly_000000142455_Contig_4_189_CINxHamelia",36
"1861","Assembly_000000142455_Contig_7_162_CINxHamelia",38
"1862","Assembly_000000142455_Contig_8_157_CINxHamelia",0
"1863","Assembly_000000142455_Contig_9_144_CINxHamelia",1
"1864","Assembly_000000142857_Contig_3_170_CINxHamelia",17
"1865","Assembly_000000142857_Contig_4_151_CINxHamelia",30
"1866","Assembly_000000143015_Contig_3_489_RUBxPmarginata",38
"1867","Assembly_000000143027_Contig_1_286_RUBxPmarginata",36
"1868","Assembly_000000143125_Contig_1_419_CINxHamelia",1
"1869","Assembly_000000143175_Contig_2_206_CINxHamelia",30
"1870","Assembly_000000143175_Contig_4_228_CINxHamelia",31
"1871","Assembly_000000143629_Contig_5_126_CINxHamelia",0
"1872","Assembly_000000143765_Contig_1_335_RUBxPmarginata",38
"1873","Assembly_000000143855_Contig_2_460_RUBxPmarginata",39
"1874","Assembly_000000144391_Contig_1_524_RUBxPmarginata",38
"1875","Assembly_000000144545_Contig_1_732_CINxHamelia",36
"1876","Assembly_000000144949_Contig_1_393_RUBxPmarginata",39
"1877","Assembly_000000144949_Contig_2_299_RUBxPmarginata",39
"1878","Assembly_000000145181_Contig_1_526_RUBxPmarginata",37
"1879","Assembly_000000145263_Contig_2_139_CINxCinchona",2
"1880","Assembly_000000145263_Contig_3_224_CINxCinchona",19
"1881","Assembly_000000145269_Contig_1_207_CINxHamelia",31
"1882","Assembly_000000145295_Contig_5_186_CINxHamelia",19
"1883","Assembly_000000145295_Contig_7_129_CINxHamelia",29
"1884","Assembly_000000145445_Contig_1_320_RUBxPmarginata",39
"1885","Assembly_000000145445_Contig_2_317_RUBxPmarginata",37
"1886","Assembly_000000145699_Contig_3_193_RUBxPmarginata",37
"1887","Assembly_000000145719_Contig_2_555_RUBxPmarginata",37
"1888","Assembly_000000145719_Contig_3_209_RUBxPmarginata",37
"1889","Assembly_000000145785_Contig_3_404_RUBxPmarginata",37
"1890","Assembly_000000145993_Contig_1_245_RUBxPmarginata",38
"1891","Assembly_000000145993_Contig_3_306_RUBxPmarginata",21
"1892","Assembly_000000146027_Contig_1_410_RUBxPmarginata",38
"1893","Assembly_000000146043_Contig_1_304_RUBxPmarginata",39
"1894","Assembly_000000146071_Contig_1_208_CINxHamelia",0
"1895","Assembly_000000146095_Contig_2_296_RUBxPmarginata",24
"1896","Assembly_000000146255_Contig_1_385_RUBxPmarginata",29
"1897","Assembly_000000146411_Contig_2_434_RUBxPmarginata",37
"1898","Assembly_000000146515_Contig_2_178_RUBxPmarginata",33
"1899","Assembly_000000146529_Contig_1_1093_RUBxPmarginata",39
"1900","Assembly_000000146559_Contig_1_482_RUBxPmarginata",38
"1901","Assembly_000000146561_Contig_2_349_RUBxPmarginata",34
"1902","Assembly_000000146569_Contig_5_201_RUBxPmarginata",3
"1903","Assembly_000000146679_Contig_1_249_RUBxPmarginata",35
"1904","Assembly_000000146729_Contig_2_227_RUBxPmarginata",35
"1905","Assembly_000000146735_Contig_4_193_RUBxPmarginata",37
"1906","Assembly_000000146785_Contig_1_356_RUBxPmarginata",37
"1907","Assembly_000000146817_Contig_1_1073_RUBxPmarginata",38
"1908","Assembly_000000146885_Contig_1_568_RUBxPmarginata",37
"1909","Assembly_000000146885_Contig_2_271_RUBxPmarginata",38
"1910","Assembly_000000146993_Contig_1_244_RUBxPmarginata",36
"1911","Assembly_000000147057_Contig_4_321_RUBxPmarginata",35
"1912","Assembly_000000147175_Contig_3_223_RUBxPmarginata",2
"1913","Assembly_000000147257_Contig_3_134_CINxHamelia",0
"1914","Assembly_000000147307_Contig_2_501_RUBxPmarginata",38
"1915","Assembly_000000147327_Contig_2_317_RUBxPmarginata",21
"1916","Assembly_000000147327_Contig_3_195_RUBxPmarginata",30
"1917","Assembly_000000147333_Contig_1_446_RUBxPmarginata",38
"1918","Assembly_000000147343_Contig_1_499_RUBxPmarginata",38
"1919","Assembly_000000147349_Contig_2_396_RUBxPmarginata",39
"1920","Assembly_000000147445_Contig_1_283_RUBxPmarginata",37
"1921","Assembly_000000147459_Contig_1_595_CINxHamelia",38
"1922","Assembly_000000147491_Contig_1_592_RUBxPmarginata",39
"1923","Assembly_000000147521_Contig_1_661_RUBxPmarginata",38
"1924","Assembly_000000147563_Contig_4_278_RUBxPmarginata",38
"1925","Assembly_000000147685_Contig_1_367_RUBxPmarginata",38
"1926","Assembly_000000147725_Contig_1_495_RUBxPmarginata",33
"1927","Assembly_000000147825_Contig_1_894_RUBxPmarginata",38
"1928","Assembly_000000147825_Contig_2_303_RUBxPmarginata",38
"1929","Assembly_000000147857_Contig_1_277_RUBxPmarginata",34
"1930","Assembly_000000147865_Contig_1_204_RUBxPmarginata",37
"1931","Assembly_000000147865_Contig_4_172_RUBxPmarginata",29
"1932","Assembly_000000147965_Contig_1_128_RUBxPmarginata",34
"1933","Assembly_000000147965_Contig_2_190_RUBxPmarginata",17
"1934","Assembly_000000147993_Contig_3_187_RUBxPmarginata",33
"1935","Assembly_000000148001_Contig_1_416_RUBxPmarginata",38
"1936","Assembly_000000148077_Contig_2_211_RUBxPmarginata",3
"1937","Assembly_000000148085_Contig_2_227_RUBxPmarginata",27
"1938","Assembly_000000148143_Contig_6_329_RUBxPmarginata",37
"1939","Assembly_000000148155_Contig_1_685_RUBxPmarginata",39
"1940","Assembly_000000148209_Contig_1_1049_RUBxPmarginata",38
"1941","Assembly_000000148227_Contig_1_300_RUBxPmarginata",35
"1942","Assembly_000000148231_Contig_2_179_CINxHamelia",28
"1943","Assembly_000000148289_Contig_3_342_CINxHamelia",16
"1944","Assembly_000000148295_Contig_1_289_CINxHamelia",3
"1945","Assembly_000000148317_Contig_1_537_RUBxPmarginata",39
"1946","Assembly_000000148317_Contig_2_200_RUBxPmarginata",24
"1947","Assembly_000000148387_Contig_1_303_RUBxPmarginata",38
"1948","Assembly_000000148403_Contig_2_163_RUBxPmarginata",35
"1949","Assembly_000000148403_Contig_6_149_RUBxPmarginata",29
"1950","Assembly_000000148479_Contig_1_521_RUBxPmarginata",39
"1951","Assembly_000000148491_Contig_2_273_RUBxPmarginata",36
"1952","Assembly_000000148523_Contig_1_231_CINxHamelia",31
"1953","Assembly_000000148525_Contig_3_434_CINxHamelia",0
"1954","Assembly_000000148541_Contig_5_321_RUBxPmarginata",37
"1955","Assembly_000000148541_Contig_7_195_RUBxPmarginata",38
"1956","Assembly_000000148547_Contig_3_143_RUBxPmarginata",33
"1957","Assembly_000000148557_Contig_3_253_RUBxPmarginata",38
"1958","Assembly_000000148569_Contig_4_147_RUBxPmarginata",14
"1959","Assembly_000000148597_Contig_1_404_RUBxPmarginata",38
"1960","Assembly_000000148631_Contig_1_643_RUBxPmarginata",37
"1961","Assembly_000000148637_Contig_1_658_RUBxPmarginata",38
"1962","Assembly_000000148637_Contig_5_161_RUBxPmarginata",35
"1963","Assembly_000000148661_Contig_3_296_RUBxPmarginata",38
"1964","Assembly_000000148707_Contig_1_338_RUBxPmarginata",37
"1965","Assembly_000000148707_Contig_3_187_RUBxPmarginata",12
"1966","Assembly_000000148741_Contig_2_242_RUBxPmarginata",17
"1967","Assembly_000000148765_Contig_1_400_RUBxPmarginata",38
"1968","Assembly_000000148765_Contig_3_254_RUBxPmarginata",26
"1969","Assembly_000000148783_Contig_4_313_RUBxPmarginata",37
"1970","Assembly_000000148833_Contig_1_589_RUBxPmarginata",39
"1971","Assembly_000000148843_Contig_2_250_RUBxPmarginata",39
"1972","Assembly_000000148843_Contig_8_201_RUBxPmarginata",35
"1973","Assembly_000000148847_Contig_1_565_RUBxPmarginata",38
"1974","Assembly_000000148847_Contig_2_376_RUBxPmarginata",37
"1975","Assembly_000000148881_Contig_1_321_RUBxPmarginata",36
"1976","Assembly_000000149649_Contig_1_368_CINxHamelia",38
"1977","Assembly_000000150869_Contig_1_288_CINxHamelia",39
"1978","Assembly_000000151921_Contig_3_227_CINxHamelia",38
"1979","Assembly_000000153377_Contig_1_217_CINxHamelia",2
"1980","Assembly_000000153377_Contig_2_162_CINxHamelia",0
"1981","Assembly_000000153377_Contig_5_230_CINxHamelia",3
"1982","Assembly_000000153509_Contig_3_157_CINxHamelia",36
"1983","Assembly_000000153509_Contig_5_133_CINxHamelia",0
"1984","Assembly_000000154051_Contig_1_133_CINxHamelia",31
"1985","Assembly_000000154051_Contig_2_176_CINxHamelia",35
"1986","Assembly_000000154051_Contig_3_160_CINxHamelia",37
"1987","Assembly_000000154273_Contig_2_418_CINxHamelia",37
"1988","Assembly_000000154365_Contig_1_255_CINxHamelia",39
"1989","Assembly_000000154365_Contig_2_162_CINxHamelia",24
"1990","Assembly_000000154651_Contig_1_284_CINxHamelia",38
"1991","Assembly_000000154651_Contig_2_140_CINxHamelia",35
"1992","Assembly_000000154651_Contig_3_123_CINxHamelia",5
"1993","Assembly_000000154651_Contig_6_138_CINxHamelia",37
"1994","Assembly_000000155173_Contig_2_339_CINxCinchona",31
"1995","Assembly_000000155173_Contig_3_283_CINxCinchona",35
"1996","Assembly_000000155351_Contig_2_332_CINxHamelia",13
"1997","Assembly_000000155801_Contig_1_318_CINxHamelia",0
"1998","Assembly_000000156115_Contig_1_248_CINxHamelia",36
"1999","Assembly_000000157527_Contig_1_594_CINxHamelia",39
"2000","Assembly_000000157527_Contig_2_555_CINxHamelia",38
"2001","Assembly_000000160413_Contig_1_357_CINxHamelia",35
"2002","Assembly_000000160839_Contig_1_621_CINxHamelia",36
"2003","Assembly_000000160839_Contig_2_421_CINxHamelia",31
"2004","Assembly_000000160839_Contig_4_125_CINxHamelia",8
"2005","Assembly_000000161625_Contig_1_272_CINxHamelia",37
"2006","Assembly_000000161935_Contig_2_126_CINxHamelia",0
"2007","Assembly_000000161935_Contig_3_163_CINxHamelia",36
"2008","Assembly_000000162045_Contig_1_351_CINxHamelia",39
"2009","Assembly_000000162045_Contig_2_199_CINxHamelia",1
"2010","Assembly_000000162301_Contig_1_458_CINxHamelia",33
"2011","Assembly_000000162313_Contig_4_177_CINxHamelia",0
"2012","Assembly_000000162771_Contig_1_517_CINxHamelia",36
"2013","Assembly_000000162919_Contig_1_1216_CINxHamelia",43
"2014","Assembly_000000163417_Contig_3_204_CINxHamelia",14
"2015","Assembly_000000163787_Contig_1_154_CINxHamelia",2
"2016","Assembly_000000165141_Contig_2_477_CINxHamelia",38
"2017","Assembly_000000166411_Contig_1_128_CINxHamelia",18
"2018","Assembly_000000166411_Contig_3_174_CINxHamelia",7
"2019","Assembly_000000168015_Contig_1_475_CINxHamelia",36
"2020","Assembly_000000168015_Contig_2_231_CINxHamelia",37
"2021","Assembly_000000168015_Contig_3_166_CINxHamelia",0
"2022","Assembly_000000169111_Contig_3_357_CINxHamelia",33
"2023","Assembly_000000169119_Contig_3_125_CINxHamelia",3
"2024","Assembly_000000169275_Contig_2_182_CINxHamelia",14
"2025","Assembly_000000169467_Contig_1_336_CINxHamelia",41
"2026","Assembly_000000169827_Contig_1_559_CINxHamelia",29
"2027","Assembly_000000169827_Contig_2_188_CINxHamelia",9
"2028","Assembly_000000169967_Contig_1_302_CINxHamelia",12
"2029","Assembly_000000170181_Contig_1_359_CINxHamelia",31
"2030","Assembly_000000171407_Contig_1_326_CINxHamelia",38
"2031","Assembly_000000171407_Contig_6_190_CINxHamelia",19
"2032","Assembly_000000171999_Contig_5_142_CINxHamelia",27
"2033","Assembly_000000172055_Contig_2_140_CINxHamelia",0
"2034","Assembly_000000172055_Contig_3_416_CINxHamelia",33
"2035","Assembly_000000172055_Contig_4_125_CINxHamelia",28
"2036","Assembly_000000173615_Contig_4_153_CINxHamelia",0
"2037","Assembly_000000174687_Contig_2_244_CINxHamelia",30
"2038","Assembly_000000176183_Contig_2_286_CINxHamelia",38
"2039","Assembly_000000176253_Contig_3_328_CINxHamelia",0
"2040","Assembly_000000176253_Contig_4_225_CINxHamelia",0
"2041","Assembly_000000176705_Contig_1_338_CINxHamelia",0
"2042","Assembly_000000176811_Contig_1_521_CINxHamelia",36
"2043","Assembly_000000178325_Contig_1_350_CINxHamelia",30
"2044","Assembly_000000178325_Contig_2_203_CINxHamelia",0
"2045","Assembly_000000178345_Contig_1_222_CINxHamelia",0
"2046","Assembly_000000178345_Contig_2_217_CINxHamelia",28
"2047","Assembly_000000178907_Contig_2_363_CINxHamelia",37
"2048","Assembly_000000180175_Contig_1_226_CINxHamelia",25
"2049","Assembly_000000180175_Contig_2_166_CINxHamelia",39
"2050","Assembly_000000180175_Contig_3_136_CINxHamelia",36
"2051","Assembly_000000183505_Contig_3_306_CINxHamelia",34
"2052","Assembly_000000184611_Contig_1_237_CINxHamelia",27
"2053","Assembly_000000185019_Contig_1_221_CINxHamelia",37
"2054","Assembly_000000185019_Contig_2_300_CINxHamelia",3
"2055","Assembly_000000185439_Contig_1_384_CINxHamelia",34
"2056","Assembly_000000185439_Contig_2_328_CINxHamelia",36
"2057","Assembly_000000185721_Contig_1_428_CINxHamelia",28
"2058","Assembly_000000185721_Contig_2_337_CINxHamelia",30
"2059","Assembly_000000185819_Contig_1_322_CINxHamelia",39
"2060","Assembly_000000186225_Contig_3_137_CINxHamelia",12
