"","locus","n_samples"
"832","Assembly_000000072189_Contig_4_242_CINxNeolamarckia",37
"833","Assembly_000000072463_Contig_1_369_RUBxPdouarrei",44
"834","Assembly_000000072533_Contig_3_177_CINxHamelia",0
"835","Assembly_000000072541_Contig_1_317_RUBxPdouarrei",35
"836","Assembly_000000072563_Contig_2_224_RUBxPdouarrei",42
"837","Assembly_000000073085_Contig_1_784_CINxNeolamarckia",5
"838","Assembly_000000073085_Contig_2_279_CINxNeolamarckia",2
"839","Assembly_000000073191_Contig_1_712_CINxNeolamarckia",38
"840","Assembly_000000073235_Contig_1_421_RUBxPdouarrei",38
"841","Assembly_000000073339_Contig_4_380_CINxNeolamarckia",36
"842","Assembly_000000073397_Contig_2_267_CINxNeolamarckia",11
"843","Assembly_000000073397_Contig_4_222_CINxNeolamarckia",38
"844","Assembly_000000073423_Contig_1_671_CINxNeolamarckia",38
"845","Assembly_000000073423_Contig_2_359_CINxNeolamarckia",19
"846","Assembly_000000073467_Contig_1_565_CINxNeolamarckia",33
"847","Assembly_000000073467_Contig_2_330_CINxNeolamarckia",20
"848","Assembly_000000073467_Contig_3_511_CINxNeolamarckia",0
"849","Assembly_000000073593_Contig_1_1014_CINxNeolamarckia",37
"850","Assembly_000000073593_Contig_3_273_CINxNeolamarckia",30
"851","Assembly_000000073593_Contig_4_161_CINxNeolamarckia",8
"852","Assembly_000000073625_Contig_2_240_CINxNeolamarckia",0
"853","Assembly_000000073789_Contig_1_513_RUBxPdouarrei",37
"854","Assembly_000000073969_Contig_2_217_RUBxPdouarrei",37
"855","Assembly_000000073969_Contig_3_257_RUBxPdouarrei",37
"856","Assembly_000000074063_Contig_1_280_CINxHamelia",33
"857","Assembly_000000074111_Contig_2_361_CINxHamelia",31
"858","Assembly_000000074111_Contig_3_296_CINxHamelia",10
"859","Assembly_000000074111_Contig_8_227_CINxHamelia",33
"860","Assembly_000000074127_Contig_1_242_CINxHamelia",33
"861","Assembly_000000074239_Contig_2_335_CINxNeolamarckia",19
"862","Assembly_000000074305_Contig_2_268_CINxNeolamarckia",0
"863","Assembly_000000074393_Contig_2_186_CINxNeolamarckia",33
"864","Assembly_000000074393_Contig_3_373_CINxNeolamarckia",21
"865","Assembly_000000074569_Contig_2_281_CINxCinchona",0
"866","Assembly_000000074695_Contig_1_439_CINxNeolamarckia",39
"867","Assembly_000000074695_Contig_3_196_CINxNeolamarckia",27
"868","Assembly_000000074717_Contig_1_429_CINxNeolamarckia",36
"869","Assembly_000000074923_Contig_1_379_CINxHamelia",25
"870","Assembly_000000074923_Contig_3_183_CINxHamelia",38
"871","Assembly_000000074935_Contig_1_475_CINxHamelia",36
"872","Assembly_000000074935_Contig_2_146_CINxHamelia",0
"873","Assembly_000000074985_Contig_1_306_CINxHamelia",38
"874","Assembly_000000075243_Contig_5_416_CINxNeolamarckia",16
"875","Assembly_000000075705_Contig_3_415_CINxNeolamarckia",34
"876","Assembly_000000075733_Contig_4_172_CINxNeolamarckia",39
"877","Assembly_000000076011_Contig_1_410_CINxNeolamarckia",37
"878","Assembly_000000076039_Contig_1_956_CINxNeolamarckia",38
"879","Assembly_000000076221_Contig_1_459_CINxNeolamarckia",31
"880","Assembly_000000076221_Contig_4_194_CINxNeolamarckia",35
"881","Assembly_000000076569_Contig_3_208_CINxHamelia",0
"882","Assembly_000000076805_Contig_4_298_CINxHamelia",32
"883","Assembly_000000076811_Contig_1_536_CINxNeolamarckia",37
"884","Assembly_000000076857_Contig_3_196_CINxNeolamarckia",0
"885","Assembly_000000076857_Contig_4_150_CINxNeolamarckia",0
"886","Assembly_000000077027_Contig_3_162_CINxNeolamarckia",22
"887","Assembly_000000077207_Contig_2_308_CINxNeolamarckia",25
"888","Assembly_000000077207_Contig_6_241_CINxNeolamarckia",38
"889","Assembly_000000077575_Contig_3_174_CINxNeolamarckia",12
"890","Assembly_000000077613_Contig_1_655_CINxHamelia",37
"891","Assembly_000000077641_Contig_1_473_CINxHamelia",39
"892","Assembly_000000077641_Contig_5_228_CINxHamelia",0
"893","Assembly_000000077641_Contig_6_191_CINxHamelia",0
"894","Assembly_000000077711_Contig_1_381_CINxNeolamarckia",36
"895","Assembly_000000077711_Contig_2_246_CINxNeolamarckia",6
"896","Assembly_000000077711_Contig_3_126_CINxNeolamarckia",0
"897","Assembly_000000077767_Contig_1_341_CINxNeolamarckia",30
"898","Assembly_000000077929_Contig_1_324_CINxNeolamarckia",6
"899","Assembly_000000077929_Contig_2_217_CINxNeolamarckia",37
"900","Assembly_000000078033_Contig_1_219_CINxNeolamarckia",37
"901","Assembly_000000078163_Contig_1_440_CINxCinchona",37
"902","Assembly_000000078163_Contig_2_198_CINxCinchona",31
"903","Assembly_000000078259_Contig_1_623_CINxCinchona",37
"904","Assembly_000000078259_Contig_2_466_CINxCinchona",37
"905","Assembly_000000078343_Contig_1_425_CINxNeolamarckia",38
"906","Assembly_000000078343_Contig_2_342_CINxNeolamarckia",38
"907","Assembly_000000078343_Contig_3_271_CINxNeolamarckia",33
"908","Assembly_000000078481_Contig_1_231_CINxCinchona",2
"909","Assembly_000000078481_Contig_2_415_CINxCinchona",26
"910","Assembly_000000078523_Contig_2_322_CINxNeolamarckia",37
"911","Assembly_000000078673_Contig_1_208_CINxNeolamarckia",38
"912","Assembly_000000078673_Contig_3_186_CINxNeolamarckia",36
"913","Assembly_000000078683_Contig_1_164_CINxHamelia",36
"914","Assembly_000000078683_Contig_3_221_CINxHamelia",36
"915","Assembly_000000078697_Contig_1_332_CINxHamelia",38
"916","Assembly_000000078697_Contig_3_224_CINxHamelia",3
"917","Assembly_000000078755_Contig_2_222_CINxCinchona",2
"918","Assembly_000000078857_Contig_1_280_CINxCinchona",14
"919","Assembly_000000078857_Contig_2_213_CINxCinchona",17
"920","Assembly_000000078921_Contig_2_251_CINxCinchona",19
"921","Assembly_000000078981_Contig_1_482_CINxNeolamarckia",37
"922","Assembly_000000078981_Contig_2_313_CINxNeolamarckia",38
"923","Assembly_000000078981_Contig_3_178_CINxNeolamarckia",24
"924","Assembly_000000078991_Contig_1_516_CINxNeolamarckia",3
"925","Assembly_000000078991_Contig_2_371_CINxNeolamarckia",38
"926","Assembly_000000079045_Contig_3_152_CINxCinchona",0
"927","Assembly_000000079217_Contig_1_445_CINxNeolamarckia",36
"928","Assembly_000000079217_Contig_3_199_CINxNeolamarckia",31
"929","Assembly_000000079391_Contig_1_416_CINxNeolamarckia",26
"930","Assembly_000000079445_Contig_1_255_CINxCinchona",3
"931","Assembly_000000079445_Contig_3_336_CINxCinchona",2
"932","Assembly_000000079467_Contig_1_582_CINxNeolamarckia",40
"933","Assembly_000000079467_Contig_2_293_CINxNeolamarckia",38
"934","Assembly_000000079521_Contig_2_260_CINxNeolamarckia",31
"935","Assembly_000000079603_Contig_1_304_CINxNeolamarckia",26
"936","Assembly_000000079603_Contig_2_338_CINxNeolamarckia",38
"937","Assembly_000000079753_Contig_1_529_CINxCinchona",38
"938","Assembly_000000079753_Contig_4_239_CINxCinchona",1
"939","Assembly_000000079781_Contig_1_468_CINxNeolamarckia",33
"940","Assembly_000000079877_Contig_1_171_CINxCinchona",37
"941","Assembly_000000079877_Contig_2_210_CINxCinchona",31
"942","Assembly_000000079877_Contig_4_131_CINxCinchona",1
"943","Assembly_000000079877_Contig_6_156_CINxCinchona",32
"944","Assembly_000000080005_Contig_1_274_CINxCinchona",36
"945","Assembly_000000080005_Contig_3_199_CINxCinchona",38
"946","Assembly_000000080005_Contig_4_177_CINxCinchona",0
"947","Assembly_000000080005_Contig_5_120_CINxCinchona",10
"948","Assembly_000000080237_Contig_1_679_CINxNeolamarckia",32
"949","Assembly_000000080249_Contig_1_357_CINxNeolamarckia",34
"950","Assembly_000000080249_Contig_2_248_CINxNeolamarckia",0
"951","Assembly_000000080387_Contig_1_507_CINxNeolamarckia",40
"952","Assembly_000000080387_Contig_2_223_CINxNeolamarckia",36
"953","Assembly_000000080425_Contig_6_155_CINxCinchona",36
"954","Assembly_000000080489_Contig_2_195_CINxNeolamarckia",19
"955","Assembly_000000080705_Contig_1_511_CINxCinchona",3
"956","Assembly_000000080705_Contig_2_164_CINxCinchona",30
"957","Assembly_000000080705_Contig_3_149_CINxCinchona",20
"958","Assembly_000000080821_Contig_2_253_CINxCinchona",0
"959","Assembly_000000080821_Contig_3_183_CINxCinchona",22
"960","Assembly_000000080935_Contig_1_205_CINxNeolamarckia",0
"961","Assembly_000000080935_Contig_5_168_CINxNeolamarckia",1
"962","Assembly_000000080935_Contig_7_212_CINxNeolamarckia",28
"963","Assembly_000000080949_Contig_2_267_CINxNeolamarckia",32
"964","Assembly_000000080949_Contig_4_151_CINxNeolamarckia",28
"965","Assembly_000000081025_Contig_2_263_CINxNeolamarckia",4
"966","Assembly_000000081025_Contig_3_167_CINxNeolamarckia",37
"967","Assembly_000000081043_Contig_1_429_CINxNeolamarckia",34
"968","Assembly_000000081043_Contig_7_145_CINxNeolamarckia",0
"969","Assembly_000000081079_Contig_1_266_CINxNeolamarckia",34
"970","Assembly_000000081269_Contig_1_1693_CINxNeolamarckia",44
"971","Assembly_000000081269_Contig_2_617_CINxNeolamarckia",2
"972","Assembly_000000081327_Contig_1_442_CINxHamelia",22
"973","Assembly_000000081327_Contig_2_220_CINxHamelia",22
"974","Assembly_000000081477_Contig_1_274_CINxNeolamarckia",0
"975","Assembly_000000081479_Contig_1_509_CINxCinchona",39
"976","Assembly_000000081811_Contig_1_445_CINxNeolamarckia",36
"977","Assembly_000000081811_Contig_2_363_CINxNeolamarckia",25
"978","Assembly_000000081959_Contig_1_405_CINxNeolamarckia",34
"979","Assembly_000000081959_Contig_2_360_CINxNeolamarckia",34
"980","Assembly_000000082081_Contig_1_634_CINxCinchona",36
"981","Assembly_000000082081_Contig_2_157_CINxCinchona",3
"982","Assembly_000000082081_Contig_3_121_CINxCinchona",0
"983","Assembly_000000082141_Contig_1_396_CINxNeolamarckia",33
"984","Assembly_000000082159_Contig_1_553_CINxNeolamarckia",39
"985","Assembly_000000082229_Contig_1_404_CINxNeolamarckia",38
"986","Assembly_000000082229_Contig_11_196_CINxNeolamarckia",31
"987","Assembly_000000082229_Contig_8_262_CINxNeolamarckia",27
"988","Assembly_000000082305_Contig_2_363_CINxNeolamarckia",35
"989","Assembly_000000082463_Contig_2_336_CINxNeolamarckia",27
"990","Assembly_000000082487_Contig_3_151_CINxHamelia",33
"991","Assembly_000000082649_Contig_1_809_CINxNeolamarckia",38
"992","Assembly_000000082649_Contig_2_224_CINxNeolamarckia",38
"993","Assembly_000000083011_Contig_1_476_CINxNeolamarckia",23
"994","Assembly_000000083011_Contig_4_338_CINxNeolamarckia",31
"995","Assembly_000000083011_Contig_6_130_CINxNeolamarckia",33
"996","Assembly_000000083037_Contig_4_136_CINxCinchona",25
"997","Assembly_000000083041_Contig_1_459_CINxNeolamarckia",12
"998","Assembly_000000083041_Contig_3_178_CINxNeolamarckia",34
"999","Assembly_000000083109_Contig_1_397_CINxNeolamarckia",37
"1000","Assembly_000000083109_Contig_3_695_CINxNeolamarckia",38
"1001","Assembly_000000083119_Contig_1_408_CINxCinchona",38
"1002","Assembly_000000083119_Contig_2_437_CINxCinchona",38
"1003","Assembly_000000083119_Contig_3_253_CINxCinchona",22
"1004","Assembly_000000083151_Contig_2_234_CINxNeolamarckia",12
"1005","Assembly_000000083175_Contig_2_428_CINxNeolamarckia",37
"1006","Assembly_000000083259_Contig_1_536_CINxNeolamarckia",6
"1007","Assembly_000000083259_Contig_2_147_CINxNeolamarckia",0
"1008","Assembly_000000083265_Contig_1_700_CINxNeolamarckia",39
"1009","Assembly_000000083295_Contig_1_728_CINxNeolamarckia",38
"1010","Assembly_000000083647_Contig_1_228_CINxCinchona",21
"1011","Assembly_000000083661_Contig_1_654_CINxNeolamarckia",25
"1012","Assembly_000000083661_Contig_2_192_CINxNeolamarckia",0
"1013","Assembly_000000083661_Contig_4_181_CINxNeolamarckia",0
"1014","Assembly_000000083767_Contig_3_169_CINxNeolamarckia",0
"1015","Assembly_000000083767_Contig_5_239_CINxNeolamarckia",37
"1016","Assembly_000000083857_Contig_2_263_CINxNeolamarckia",34
"1017","Assembly_000000083987_Contig_1_463_CINxNeolamarckia",34
"1018","Assembly_000000083987_Contig_2_351_CINxNeolamarckia",0
"1019","Assembly_000000084105_Contig_1_256_CINxNeolamarckia",38
"1020","Assembly_000000084235_Contig_1_581_CINxNeolamarckia",3
"1021","Assembly_000000084235_Contig_2_293_CINxNeolamarckia",0
"1022","Assembly_000000084235_Contig_4_274_CINxNeolamarckia",0
"1023","Assembly_000000084375_Contig_1_283_CINxNeolamarckia",3
"1024","Assembly_000000084393_Contig_1_419_CINxNeolamarckia",32
"1025","Assembly_000000084393_Contig_3_372_CINxNeolamarckia",36
"1026","Assembly_000000084479_Contig_2_275_CINxNeolamarckia",38
"1027","Assembly_000000084479_Contig_9_155_CINxNeolamarckia",2
"1028","Assembly_000000084611_Contig_3_157_CINxHamelia",2
"1029","Assembly_000000084611_Contig_4_202_CINxNeolamarckia",3
"1030","Assembly_000000084667_Contig_1_441_CINxNeolamarckia",0
"1031","Assembly_000000084949_Contig_1_522_CINxNeolamarckia",34
"1032","Assembly_000000084949_Contig_3_257_CINxNeolamarckia",34
"1033","Assembly_000000084989_Contig_1_331_CINxNeolamarckia",3
"1034","Assembly_000000084989_Contig_3_224_CINxNeolamarckia",0
"1035","Assembly_000000085047_Contig_1_519_CINxNeolamarckia",39
"1036","Assembly_000000085047_Contig_3_155_CINxNeolamarckia",0
"1037","Assembly_000000085223_Contig_1_314_CINxNeolamarckia",20
"1038","Assembly_000000085223_Contig_9_196_CINxNeolamarckia",0
"1039","Assembly_000000085365_Contig_2_186_CINxCinchona",2
"1040","Assembly_000000085479_Contig_2_347_CINxNeolamarckia",30
"1041","Assembly_000000085509_Contig_1_598_CINxNeolamarckia",38
"1042","Assembly_000000085567_Contig_1_208_CINxNeolamarckia",2
"1043","Assembly_000000085567_Contig_3_248_CINxNeolamarckia",2
"1044","Assembly_000000085583_Contig_2_199_CINxHamelia",0
"1045","Assembly_000000085667_Contig_1_291_CINxNeolamarckia",33
"1046","Assembly_000000085707_Contig_1_668_CINxNeolamarckia",38
"1047","Assembly_000000085707_Contig_2_243_CINxNeolamarckia",34
"1048","Assembly_000000085755_Contig_1_290_CINxHamelia",2
"1049","Assembly_000000085755_Contig_4_169_CINxHamelia",0
"1050","Assembly_000000085861_Contig_1_344_CINxNeolamarckia",1
"1051","Assembly_000000085861_Contig_2_382_CINxNeolamarckia",0
"1052","Assembly_000000085901_Contig_1_1219_CINxCinchona",37
"1053","Assembly_000000085901_Contig_2_218_CINxCinchona",36
"1054","Assembly_000000086103_Contig_2_247_CINxNeolamarckia",0
"1055","Assembly_000000086103_Contig_5_194_CINxNeolamarckia",0
"1056","Assembly_000000086347_Contig_1_261_CINxNeolamarckia",4
"1057","Assembly_000000086347_Contig_2_447_CINxNeolamarckia",37
"1058","Assembly_000000086347_Contig_3_422_CINxNeolamarckia",32
"1059","Assembly_000000086359_Contig_1_294_CINxNeolamarckia",20
"1060","Assembly_000000086359_Contig_2_239_CINxNeolamarckia",35
"1061","Assembly_000000086359_Contig_3_186_CINxNeolamarckia",3
"1062","Assembly_000000086359_Contig_4_148_CINxNeolamarckia",18
"1063","Assembly_000000086391_Contig_4_137_CINxHamelia",3
"1064","Assembly_000000086499_Contig_2_185_CINxHamelia",30
"1065","Assembly_000000086499_Contig_3_189_CINxHamelia",15
"1066","Assembly_000000086585_Contig_2_368_CINxNeolamarckia",34
"1067","Assembly_000000086649_Contig_1_684_CINxNeolamarckia",38
"1068","Assembly_000000086675_Contig_1_338_CINxCinchona",37
"1069","Assembly_000000086675_Contig_2_345_CINxCinchona",23
"1070","Assembly_000000086675_Contig_3_291_CINxCinchona",37
"1071","Assembly_000000086761_Contig_1_503_CINxNeolamarckia",29
"1072","Assembly_000000086791_Contig_1_640_CINxNeolamarckia",25
"1073","Assembly_000000087031_Contig_3_358_CINxHamelia",34
"1074","Assembly_000000087155_Contig_1_461_CINxNeolamarckia",35
"1075","Assembly_000000087155_Contig_2_255_CINxNeolamarckia",0
"1076","Assembly_000000087373_Contig_1_294_CINxCinchona",39
"1077","Assembly_000000087391_Contig_1_279_CINxCinchona",34
"1078","Assembly_000000087391_Contig_2_272_CINxCinchona",3
"1079","Assembly_000000087429_Contig_1_1331_CINxNeolamarckia",34
"1080","Assembly_000000087437_Contig_1_391_CINxNeolamarckia",37
"1081","Assembly_000000087437_Contig_2_262_CINxNeolamarckia",0
"1082","Assembly_000000087515_Contig_1_420_CINxNeolamarckia",36
"1083","Assembly_000000087595_Contig_2_170_CINxNeolamarckia",37
"1084","Assembly_000000087787_Contig_1_619_CINxNeolamarckia",0
"1085","Assembly_000000087787_Contig_2_263_CINxNeolamarckia",6
"1086","Assembly_000000088003_Contig_1_421_CINxNeolamarckia",35
"1087","Assembly_000000088003_Contig_2_293_CINxNeolamarckia",38
"1088","Assembly_000000088003_Contig_3_445_CINxNeolamarckia",36
"1089","Assembly_000000088003_Contig_4_260_CINxNeolamarckia",38
"1090","Assembly_000000088003_Contig_6_184_CINxNeolamarckia",37
"1091","Assembly_000000088003_Contig_8_172_CINxNeolamarckia",3
"1092","Assembly_000000088119_Contig_2_263_CINxNeolamarckia",0
"1093","Assembly_000000088119_Contig_3_146_CINxNeolamarckia",35
"1094","Assembly_000000088179_Contig_2_153_CINxHamelia",23
"1095","Assembly_000000088231_Contig_1_353_CINxNeolamarckia",23
"1096","Assembly_000000088265_Contig_2_257_CINxNeolamarckia",37
"1097","Assembly_000000088293_Contig_1_253_CINxNeolamarckia",29
"1098","Assembly_000000088293_Contig_4_141_CINxNeolamarckia",33
"1099","Assembly_000000088319_Contig_3_201_CINxNeolamarckia",0
"1100","Assembly_000000088341_Contig_1_412_CINxHamelia",26
"1101","Assembly_000000088415_Contig_1_450_CINxCinchona",17
"1102","Assembly_000000088415_Contig_2_316_CINxNeolamarckia",0
"1103","Assembly_000000088553_Contig_1_542_CINxNeolamarckia",35
"1104","Assembly_000000088565_Contig_1_290_CINxNeolamarckia",1
"1105","Assembly_000000088565_Contig_4_142_CINxNeolamarckia",2
"1106","Assembly_000000088611_Contig_1_410_CINxNeolamarckia",34
"1107","Assembly_000000088685_Contig_3_307_CINxNeolamarckia",38
"1108","Assembly_000000088685_Contig_4_268_CINxNeolamarckia",0
"1109","Assembly_000000088893_Contig_1_519_CINxNeolamarckia",38
"1110","Assembly_000000088893_Contig_2_345_CINxNeolamarckia",4
"1111","Assembly_000000088933_Contig_1_289_CINxNeolamarckia",33
"1112","Assembly_000000088933_Contig_5_185_CINxNeolamarckia",15
"1113","Assembly_000000088961_Contig_4_208_CINxNeolamarckia",37
"1114","Assembly_000000088961_Contig_8_229_CINxNeolamarckia",16
"1115","Assembly_000000088993_Contig_2_261_CINxCinchona",31
"1116","Assembly_000000089015_Contig_1_227_CINxHamelia",0
"1117","Assembly_000000089015_Contig_4_140_CINxHamelia",0
"1118","Assembly_000000089097_Contig_1_368_CINxNeolamarckia",6
"1119","Assembly_000000089123_Contig_1_994_CINxNeolamarckia",38
"1120","Assembly_000000089123_Contig_2_606_CINxNeolamarckia",38
"1121","Assembly_000000089123_Contig_3_424_CINxNeolamarckia",2
"1122","Assembly_000000089159_Contig_1_481_CINxNeolamarckia",38
"1123","Assembly_000000089315_Contig_1_867_CINxNeolamarckia",0
"1124","Assembly_000000089347_Contig_1_478_CINxNeolamarckia",38
"1125","Assembly_000000089429_Contig_1_469_CINxNeolamarckia",21
"1126","Assembly_000000089439_Contig_1_489_CINxNeolamarckia",30
"1127","Assembly_000000089439_Contig_2_312_CINxNeolamarckia",16
"1128","Assembly_000000089439_Contig_3_520_CINxNeolamarckia",38
"1129","Assembly_000000089585_Contig_1_390_CINxNeolamarckia",39
"1130","Assembly_000000089585_Contig_3_225_CINxNeolamarckia",10
"1131","Assembly_000000089605_Contig_1_533_CINxNeolamarckia",38
"1132","Assembly_000000089605_Contig_2_368_CINxNeolamarckia",32
"1133","Assembly_000000089605_Contig_4_196_CINxNeolamarckia",35
"1134","Assembly_000000089685_Contig_1_726_CINxNeolamarckia",35
"1135","Assembly_000000089711_Contig_1_221_CINxNeolamarckia",36
"1136","Assembly_000000089711_Contig_2_250_CINxNeolamarckia",28
"1137","Assembly_000000089739_Contig_1_454_CINxHamelia",37
"1138","Assembly_000000089745_Contig_1_922_CINxNeolamarckia",28
"1139","Assembly_000000089745_Contig_2_244_CINxNeolamarckia",37
"1140","Assembly_000000089745_Contig_5_152_CINxNeolamarckia",0
"1141","Assembly_000000089817_Contig_1_517_CINxNeolamarckia",35
"1142","Assembly_000000089817_Contig_2_293_CINxNeolamarckia",35
"1143","Assembly_000000090049_Contig_1_745_CINxNeolamarckia",39
"1144","Assembly_000000090059_Contig_1_249_CINxCinchona",4
"1145","Assembly_000000090059_Contig_2_174_CINxCinchona",0
"1146","Assembly_000000090059_Contig_3_135_CINxCinchona",0
"1147","Assembly_000000090169_Contig_2_226_CINxHamelia",26
"1148","Assembly_000000090333_Contig_3_497_CINxNeolamarckia",34
"1149","Assembly_000000090413_Contig_1_405_CINxNeolamarckia",35
"1150","Assembly_000000090413_Contig_2_283_CINxNeolamarckia",20
"1151","Assembly_000000090413_Contig_5_130_CINxNeolamarckia",37
"1152","Assembly_000000090479_Contig_1_252_CINxHamelia",38
"1153","Assembly_000000090735_Contig_3_222_CINxCinchona",0
"1154","Assembly_000000090801_Contig_2_173_CINxCinchona",0
"1155","Assembly_000000090801_Contig_3_144_CINxCinchona",27
"1156","Assembly_000000090801_Contig_4_121_CINxCinchona",23
"1157","Assembly_000000090813_Contig_4_228_CINxNeolamarckia",37
"1158","Assembly_000000090855_Contig_1_406_CINxNeolamarckia",35
"1159","Assembly_000000090887_Contig_1_327_CINxNeolamarckia",37
"1160","Assembly_000000090887_Contig_2_427_CINxNeolamarckia",37
"1161","Assembly_000000090933_Contig_3_285_CINxNeolamarckia",14
"1162","Assembly_000000091007_Contig_1_791_CINxNeolamarckia",34
"1163","Assembly_000000091019_Contig_1_478_CINxNeolamarckia",24
"1164","Assembly_000000091019_Contig_2_471_CINxNeolamarckia",28
"1165","Assembly_000000091051_Contig_1_344_CINxNeolamarckia",34
"1166","Assembly_000000091125_Contig_1_215_CINxNeolamarckia",38
"1167","Assembly_000000091125_Contig_3_277_CINxNeolamarckia",5
"1168","Assembly_000000091125_Contig_4_270_CINxNeolamarckia",25
"1169","Assembly_000000091125_Contig_5_188_CINxNeolamarckia",23
"1170","Assembly_000000091229_Contig_3_214_CINxHamelia",3
"1171","Assembly_000000091233_Contig_1_576_CINxNeolamarckia",26
"1172","Assembly_000000091233_Contig_2_285_CINxNeolamarckia",0
"1173","Assembly_000000091233_Contig_3_474_CINxNeolamarckia",31
"1174","Assembly_000000091305_Contig_1_533_CINxNeolamarckia",0
"1175","Assembly_000000091305_Contig_2_428_CINxNeolamarckia",33
"1176","Assembly_000000091327_Contig_1_646_CINxNeolamarckia",39
"1177","Assembly_000000091365_Contig_1_479_CINxNeolamarckia",36
"1178","Assembly_000000091365_Contig_2_672_CINxNeolamarckia",38
"1179","Assembly_000000091399_Contig_1_325_CINxHamelia",38
"1180","Assembly_000000091399_Contig_2_196_CINxHamelia",37
"1181","Assembly_000000091413_Contig_1_345_CINxNeolamarckia",35
"1182","Assembly_000000091415_Contig_2_339_CINxNeolamarckia",11
"1183","Assembly_000000091415_Contig_3_262_CINxNeolamarckia",32
"1184","Assembly_000000091587_Contig_1_682_CINxNeolamarckia",38
"1185","Assembly_000000091819_Contig_1_474_CINxNeolamarckia",31
"1186","Assembly_000000091819_Contig_2_360_CINxNeolamarckia",40
"1187","Assembly_000000091919_Contig_1_545_CINxNeolamarckia",12
"1188","Assembly_000000091997_Contig_1_271_CINxNeolamarckia",0
"1189","Assembly_000000091997_Contig_2_411_CINxNeolamarckia",0
"1190","Assembly_000000092083_Contig_6_137_CINxNeolamarckia",31
"1191","Assembly_000000092183_Contig_6_245_CINxNeolamarckia",37
"1192","Assembly_000000092297_Contig_1_596_CINxNeolamarckia",36
"1193","Assembly_000000092297_Contig_2_244_CINxNeolamarckia",3
"1194","Assembly_000000092297_Contig_3_296_CINxNeolamarckia",31
"1195","Assembly_000000092805_Contig_1_368_CINxNeolamarckia",36
"1196","Assembly_000000092847_Contig_2_539_CINxNeolamarckia",32
"1197","Assembly_000000092847_Contig_3_311_CINxNeolamarckia",37
"1198","Assembly_000000092931_Contig_3_224_CINxNeolamarckia",0
"1199","Assembly_000000092953_Contig_2_161_CINxNeolamarckia",0
"1200","Assembly_000000092953_Contig_4_173_CINxNeolamarckia",16
"1201","Assembly_000000093081_Contig_2_196_CINxNeolamarckia",0
"1202","Assembly_000000093241_Contig_1_381_CINxNeolamarckia",36
"1203","Assembly_000000093283_Contig_1_340_CINxNeolamarckia",19
"1204","Assembly_000000093283_Contig_3_184_CINxNeolamarckia",0
"1205","Assembly_000000093371_Contig_1_969_CINxNeolamarckia",9
"1206","Assembly_000000093371_Contig_2_281_CINxNeolamarckia",0
"1207","Assembly_000000093555_Contig_3_173_CINxHamelia",0
"1208","Assembly_000000093555_Contig_4_188_CINxHamelia",8
"1209","Assembly_000000093591_Contig_1_257_CINxNeolamarckia",37
"1210","Assembly_000000093591_Contig_3_335_CINxNeolamarckia",36
"1211","Assembly_000000093591_Contig_4_280_CINxNeolamarckia",37
"1212","Assembly_000000093591_Contig_5_208_CINxNeolamarckia",15
"1213","Assembly_000000093677_Contig_1_444_CINxHamelia",36
"1214","Assembly_000000093797_Contig_1_402_CINxNeolamarckia",0
"1215","Assembly_000000093857_Contig_1_273_CINxHamelia",35
"1216","Assembly_000000093857_Contig_3_202_CINxHamelia",5
"1217","Assembly_000000093913_Contig_1_619_CINxNeolamarckia",38
"1218","Assembly_000000093913_Contig_2_150_CINxNeolamarckia",22
"1219","Assembly_000000093927_Contig_3_171_CINxNeolamarckia",0
"1220","Assembly_000000093927_Contig_9_135_CINxNeolamarckia",2
"1221","Assembly_000000094091_Contig_1_572_CINxNeolamarckia",34
"1222","Assembly_000000094191_Contig_1_460_CINxNeolamarckia",0
"1223","Assembly_000000094191_Contig_2_334_CINxNeolamarckia",0
"1224","Assembly_000000094463_Contig_1_470_CINxNeolamarckia",24
"1225","Assembly_000000094463_Contig_2_283_CINxNeolamarckia",33
"1226","Assembly_000000094557_Contig_2_164_CINxNeolamarckia",36
"1227","Assembly_000000094625_Contig_1_359_CINxNeolamarckia",23
"1228","Assembly_000000094771_Contig_1_679_CINxNeolamarckia",38
"1229","Assembly_000000094771_Contig_2_525_CINxNeolamarckia",1
"1230","Assembly_000000094831_Contig_2_505_CINxNeolamarckia",31
"1231","Assembly_000000094901_Contig_1_408_CINxNeolamarckia",16
"1232","Assembly_000000094901_Contig_2_345_CINxNeolamarckia",0
"1233","Assembly_000000094947_Contig_1_530_CINxNeolamarckia",8
"1234","Assembly_000000094947_Contig_2_214_CINxNeolamarckia",22
"1235","Assembly_000000094947_Contig_4_181_CINxNeolamarckia",6
"1236","Assembly_000000094993_Contig_1_1358_CINxNeolamarckia",38
"1237","Assembly_000000095035_Contig_2_328_CINxNeolamarckia",35
"1238","Assembly_000000095345_Contig_1_459_CINxNeolamarckia",15
"1239","Assembly_000000095435_Contig_1_425_CINxNeolamarckia",0
"1240","Assembly_000000095435_Contig_5_169_CINxNeolamarckia",0
"1241","Assembly_000000095591_Contig_3_129_CINxHamelia",25
"1242","Assembly_000000095591_Contig_3_136_CINxNeolamarckia",0
"1243","Assembly_000000095611_Contig_2_222_CINxNeolamarckia",0
"1244","Assembly_000000095611_Contig_4_231_CINxNeolamarckia",36
